dialect	pos	standard
초하리	명사	초하루
초하리보름	명사	삭망
초하릿날	명사	초하룻날
초학터러기	명사	초학
초할루	명사	초하루
초할룻날	명사	초하룻날
초핵	명사	초학
초행질	명사	초행길
초헨	명사	초혼
초호리	명사	잠자리
촉	명사	길맛가지
촉	명사	싹
촉바지	명사	암쇠
촉박	명사	조롱박
촉빠리다	형용사	방정맞다
촉새	명사	딱따구리
촉시리	부사	별스레
촉잡다	동사	책잡다
촉잡히다	동사	책잡히다
촉초그네하다	형용사	촉촉하다
촉쵝이	부사	촉촉이
촌구섴	명사	촌구석
촌구숙	명사	촌구석
촌구적	명사	촌구석
촌귀티	명사	촌구석
촌냐	명사	촌놈
촌넘	명사	촌놈
촌눔	명사	촌놈
촌느마	명사	촌놈
촌늠	명사	촌놈
촌니냐	명사	촌놈
촌떼기	명사	촌뜨기
촌말	명사	시골말
촌뿍디기	명사	촌뜨기
촌삐가리	명사	촌뜨기
촌삐기	명사	촌뜨기
촌시리	부사	촌스레
촌질	명사	촌길
촌치	명사	촌충
촌태	명사	촌티
촐가리다	동사	자르다
촐개	명사	덫
촐게다	동사	걸려들다
촐기	명사	물부리
촐랭이	명사	잠자리
촐랭이	명사	촐랑이
촐레	명사	버들피리
촐렝이	명사	촐랑이
촐리	명사	꼬리
촐링이	명사	촐랑이
촐뱅이	명사	잠자리
촐베이	명사	잠자리
촐촐허다	형용사	초롱초롱하다
촛대뻬	명사	정강뼈
촛대삐	명사	정강뼈
촛대석	명사	망주석
촛두뻬	명사	정강뼈
촛물	명사	간수
촛비	명사	초병
촛쉬엉	명사	초병
총각무수	명사	총각무
총각짐치	명사	총각김치
총구	명사	총기
총바치	명사	사냥꾼
총재이	명사	폭탄먼지벌레
총쟁이	명사	폭탄먼지벌레
총쟁이	명사	포수
총찬허다	형용사	멍청하다
총찮다	형용사	멍청하다
총찮이	명사	멍텅구리
총초이	부사	촘촘히
총총딜이	부사	총총들이
촤올리다	동사	추어올리다
최	명사	어레미
최	명사	체
최	명사	초
최각	명사	사위
최다	동사	취하다
최시기	명사	돗자리
최식자리	명사	초석
최신	명사	짚신
최피	명사	초피
최피낭그	명사	초피나무
쵝쵝이	부사	촉촉이
쵯발	명사	최활
쵯불	명사	촛불
추겍	명사	추격
추겍하다	동사	추격하다
추겡이	명사	추경
추구리다	동사	추기다
추근물	명사	낙숫물
추근추근	부사	천천히
추기	명사	습기
추꾸	명사	바보
추뀌	명사	바보
추끼	명사	바보
추냐	명사	추녀
추네물	명사	낙숫물
추녀물	명사	낙숫물
추녀서끌	명사	추녀
추년	명사	추녀
추념	명사	추녀
추녓물	명사	낙숫물
추다	동사	꾸다
추다	동사	어떤 일을 해야 할 양보다 적게 하
추다	동사	처지다
추달하다	동사	닦달하다
추대	명사	기계의 마찰면에 기름을 치는 기
추돌	명사	추
추땀	명사	지대
추띠	명사	취나물
추래	명사	다래
추럼	명사	추녀
추레내다	동사	가려내다
추레내다	동사	발라내다
추려내다	동사	가려내다
추려내다	동사	발라내다
추련짠지	명사	깍두기
추리	명사	자두
추리내다	동사	가려내다
추리내다	동사	발라내다
추리하다	형용사	추루하다
추리하다	형용사	추레하다
추림	명사	추렴
추마리	명사	항아리
추마물	명사	낙숫물
추망	명사	추녀
추머리	명사	항아리
추머리	명사	뚝배기
추머리띠낑이	명사	장독소래기
추무리	명사	똥장군
추물	명사	침
추물시롭다	형용사	추저분하다
추미	명사	취미
추바리	명사	뚝배기
추발	명사	뚝배기
추부	명사	추위
추비	명사	추위
추쁘	명사	추위
추삐	명사	추위
추사장	명사	취사장
추상겉다	형용사	추상같다
추상겉이	부사	추상같이
추석비심	명사	추석빔
추석치리	명사	추석치레
추성거리다	동사	머뭇거리다
추섹	명사	추석
추수세끼	명사	수수께끼
추숭경허다	동사	추경하다
추스리다	동사	추스르다
추시르다	동사	추스르다
추시리다	동사	추스르다
추식	명사	추석
추실구다	동사	추스르다
추실르다	동사	추스르다
추아다보다	동사	쳐다보다
추알	명사	초학
추애	명사	추녀
추어오르다	동사	치오르다
추에	명사	추위
추에끝	명사	기스락
추에세까래	명사	추녀
추움	명사	추위
추자	명사	호두
추자나무	명사	호두나무
추자낭구	명사	호두나무
추자다	동사	적시다
추접다	형용사	더럽다
추젯돌	명사	주춧돌
추주	명사	가래
추주다	동사	적시다
추줍다	형용사	추접하다
추지	명사	가래
추지낭그	명사	가래나무
추지다	동사	떨어지다
추진버짐	명사	진버짐
추진흘	명사	찰흙
추집다	형용사	추저분하다
추축이	부사	축축이
추치돌	명사	주춧돌
추칙이	부사	축축이
추침	명사	취침
추칫돌	명사	주춧돌
추케들다	동사	추켜들다
추케세우다	동사	추어올리다
추케올리다	동사	추켜올리다
추학	명사	천연두
추학	명사	초학
추향	명사	취향
축기다	동사	축이다
축낭그	명사	가죽나무
축단	명사	죽담
축담	명사	지대
축대기다	동사	부추기다
축두막	명사	뜰
축들	명사	지대
축사다	동사	축이다
축없다	형용사	빠짐없다
축우다	동사	축이다
축쵝이	부사	축축이
축추그네하다	형용사	축축하다
축축거리다	동사	부추기다
축치근하다	형용사	축축하다
춘걸레	명사	축축한 걸
춘고기	명사	새미
춘떼뜨껑	명사	장독소래기
춘서	명사	추녀
춘석	명사	추녀
춘시	명사	추녀
춘천발	명사	밑싣개
춘천이여	감탄사	그네를 뛰면서 높이 솟을 때 내는 소
춘추세끼	명사	수수께끼
춘치새끼	명사	수수께끼
춘치세끼	명사	수수께끼
춘핑이	명사	바보
출러덩거리다	동사	출렁거리다
출러덩출러덩	부사	출렁출렁
출추리하다	형용사	출출하다
춤	명사	침
춤모랫동굴	명사	청미래덩굴
춤받이	명사	턱받이
춤복	명사	가시복
춤세	명사	추녀
춤처다	동사	춤추다
춤추세끼	명사	수수께끼
춤취세끼	명사	수수께끼
충각짐치	명사	총각김치
충거리다	동사	꾸물거리다
충겍	명사	충격
충그리다	동사	지체하다
충딸	명사	뱀딸기
충물	명사	낙숫물
충부이	명사	충분히
충애	명사	추녀
충여	명사	추녀
충여서까래	명사	추녀
충이서까래	명사	추녀
췌다	동사	꾸다
췌다	동사	취하다
췌리	명사	자두
췌주다	동사	뀌어주다
췡명과니	명사	청맹과니
취다	동사	꾸다
취레내다	동사	가려내다
취레내다	동사	발라내다
취애주다	동사	뀌어주다
취어주다	동사	뀌어주다
취이	명사	추위
취정	명사	주정
취중	명사	취종
취지	명사	가래
취지낭그	명사	가래나무
취지낭기	명사	가래나무
취해주다	동사	뀌어주다
츠녑	명사	처녑
츠다보다	동사	쳐다보다
츠마물	명사	낙숫물
츠맛물	명사	낙숫물
츠매	명사	처마
츠신	명사	처신
츠지	명사	처지
측기다	동사	축이다
츤덕꾸리기	명사	천덕꾸러기
츤의	명사	솜이불
츤찬이	부사	천천히
츤천히	부사	천천히
츤하다	동사	천하다
츩범	명사	칡범
츰	명사	처마
츳	관형사	첫
츳날	명사	첫날
츳날밤	명사	첫날밤
츳눈	명사	첫눈
츳눈	명사	첫눈
츳사랑	명사	첫사랑
츳새벅	명사	첫새벽
츳새벡	명사	첫새벽
츳새복	명사	첫새벽
츳새북	명사	첫새벽
츳서리	명사	첫서리
츳술	명사	첫술
츳인사	명사	첫인사
츳인상	명사	첫인상
츳정	명사	첫정
츳해	명사	첫해
층	명사	서랍
층모랫동굴	명사	청미래덩굴
층어리	명사	중두리
층에	명사	추녀
층여서까래	명사	추녀
층이서까래	명사	추녀
층층다랑이	명사	다랑이
층하층하	부사	층층이
치	명사	도끼
치	명사	지느러미
치	의존 명사	판
치간	명사	측간
치개다	동사	올려서 쌓
치거리	명사	마루터기
치거리	명사	기슭
치귀	명사	덫
치급	명사	취급
치급버버리	명사	말더듬이
치기	명사	달팽이
치기	명사	거머리
치기	의존 명사	척
치기다	동사	치키다
치기다	동사	치이다
치기허다	보조 동사	척하다
치까불다	동사	까불다
치깨	명사	벼훑이
치끌	명사	티끌
치끼	의존 명사	척
치끼다	동사	치키다
치끼들다	동사	추켜들다
치끼뜨다	동사	치켜뜨다
치끼세우다	동사	치켜세우다
치끼올리다	동사	추켜올리다
치끼허다	보조 동사	척하다
치나물	명사	취나물
치네	명사	처녀
치녀	명사	처녀
치다	동사	볏단을 말리기 위하여 이삭 쪽을 위로 맞대고 뿌리 쪽은 띄워서 줄을 지어 세우
치다	동사	벗기다
치다	동사	벼리다
치다	동사	추다
치다바보다	동사	우러러보다
치대	명사	최대
치대기	명사	아래쪽 논에서 위쪽 논으로 올라가며 물을 대는 
치더보다	동사	쳐다보다
치덕거리다	동사	처덕거리다
치덕치덕	부사	처덕처덕
치들다	동사	쳐들다
치따리	명사	키
치떡	명사	취떡
치뜨레놓다	동사	늘어놓다
치라보다	동사	쳐다보다
치래다	동사	치르다
치러	명사	치리
치레기	명사	찌꺼기
치렵다	형용사	주체스럽다
치로	조사	처럼
치로법	명사	치료법
치로비	명사	치료비
치로하다	동사	치료하다
치룸하다	형용사	골막하다
치륵치륵	부사	키득키득
치리	명사	치레
치리다	동사	추리다
치리말	명사	치렛말
치리하다	동사	차리다
치림	명사	추렴
치마	명사	처마
치마밑	명사	기스락
치매	명사	키
치매때	명사	키
치매저고리	명사	치마저고리
치매짜리	명사	치마
치맷단	명사	치맛단
치맷대	명사	키
치맷말	명사	치맛말
치맷바람	명사	치맛바람
치맷주름	명사	치맛주름
치목	명사	키
치무지다	동사	치쌓다
치미	명사	취미
치바다보다	동사	쳐다보다
치바탕	명사	치받이
치벤하다	동사	면치레하다
치부	명사	추위
치사	명사	두툽상어
치사시럽다	형용사	치사스럽다
치사시리	부사	치사스레
치살구다	동사	치살리다
치성받이	명사	뒷바라지
치소	명사	최소
치솟기다	동사	치솟다
치송하다	동사	부부로서의 짝을 정하여 주
치시리다	동사	추스르다
치신거리다	동사	지싯거리다
치쌀	명사	좁쌀
치아다	동사	치우다
치아다	보조 동사	치우다
치아다보다	동사	쳐다보다
치알	명사	차일
치우다	동사	벼리다
치우쿠다	동사	치우다
치웁다	형용사	춥다
치이	명사	어레미
치자	명사	가래
치재다	동사	치쌓다
치중	명사	체중
치지리	부사	지지리
치질	명사	키질
치질로	부사	저절로
치질하다	동사	키질하다
치체다보다	동사	올려다보다
치치다보다	동사	올려다보다
치케들다	동사	치켜들다
치케올리다	동사	추켜올리다
치쿠다	동사	치다
치키다	동사	치이다
치키다	동사	치이다
치키들다	동사	치켜들다
치하다	보조 동사	체하다
치해다	동사	취하다
치허다	동사	취하다
치허다	동사	체하다
칙	명사	책
칙	의존 명사	척
칙갈맞다	형용사	칙살맞다
칙구소	명사	강우량을 측정하는 
칙백낭구	명사	측백나무
칙상	명사	책상
칙수	명사	치수
칙은덕하다	형용사	측은하다
칙은하다	형용사	측은하다
칙이다	동사	축이다
칙칙산중	명사	첩첩산중
칙칙하다	형용사	축축하다
칙칙허다	형용사	친친하다
칙칸	명사	측간
칙하다	보조 동사	척하다
칙허다	보조 동사	척하다
친갈	명사	친척
친누	명사	친누이
친누부	명사	친누이
친누부야	명사	친누이
친누야	명사	친누이
친달래	명사	진달래
친동상	명사	친동생
친사둔	명사	친사돈
친사춘	명사	친사촌
친삼춘	명사	친삼촌
친손지	명사	친손자
친아버이	명사	친아버지
친아부지	명사	친아버지
친어머이	명사	친어머니
친정아바시	명사	친정아버지
친정아버이	명사	친정아버지
친정어마시	명사	친정어머니
친정어머이	명사	친정어머니
친정엄니	명사	친정어머니
친할머이	명사	친할머니
친할아버이	명사	친할아버지
친할어버이	명사	친할아버지
친할으버이	명사	친할아버지
친할으버지	명사	친할아버지
칠가리	명사	칡가루
칠개이	명사	잠자리
칠개이넘풀	명사	칡넝쿨
칠개이덤풀	명사	칡덩굴
칠개이뿔거지	명사	칡뿌리
칠갱이	명사	칡
칠거지넝쿨	명사	칡넝쿨
칠거지덤불	명사	칡덤불
칠거지덩굴	명사	칡덩굴
칠거지뿌리	명사	칡뿌리
칠거지뿌링이	명사	칡뿌리
칠게이	명사	질경이
칠게이넌출	명사	칡넝쿨
칠게이넝쿨	명사	칡넝쿨
칠게이덤부레기	명사	칡덤불
칠게이덤부사리	명사	칡덤불
칠게이뿌럭지	명사	칡뿌리
칠게이뿌레기	명사	칡뿌리
칠게이뿌렝이	명사	칡뿌리
칠게이뿌리기	명사	칡뿌리
칠구레이	명사	칡
칠기	명사	칡
칠기갈기	명사	칡가루
칠기까루	명사	칡가루
칠기넌출	명사	칡넝쿨
칠기넝쿨	명사	칡넝쿨
칠기덤부레기	명사	칡덤불
칠기덤부사리	명사	칡덤불
칠기덤불	명사	칡덤불
칠기덤풀	명사	칡덩굴
칠기덩굴	명사	칡덩굴
칠기뿌럭지	명사	칡뿌리
칠기뿌레기	명사	칡뿌리
칠기뿌렝이	명사	칡뿌리
칠기뿌리	명사	칡뿌리
칠기뿌리기	명사	칡뿌리
칠넝쿨	명사	칡넝쿨
칠덤풀	명사	칡덤불
칠떼기	명사	칠삭둥이
칠레칠레허다	형용사	생김새 따위가 깨끗하지 않
칠로	조사	처럼
칠멘조	명사	칠면조
칠보	명사	칠푼
칠뿌리	명사	칡뿌리
칠삭뎅이	명사	칠삭둥이
칠삭됭이	명사	칠삭둥이
칠삭뒝이	명사	칠삭둥이
칠성고기	명사	뱀장어
칠성뱀장우	명사	칠성장어
칠월낭구	명사	여름에 해 두었다가 겨울에 때는 나
칠차	명사	칡차
칠칠밧다	형용사	칠칠하다
칠칠이	명사	여치
칠칠하다	형용사	그득하다
칠퍽하다	형용사	질퍽하다
칠푸이	명사	칠푼이
칠홉버버리	명사	반벙어리
칠흘	명사	진흙
칡깽이	명사	칡
칡넌출	명사	칡넝쿨
칡넝끌	명사	칡넝쿨
칡뿌라	명사	칡뿌리
칡뿌럭지	명사	칡뿌리
칡뿌렝기	명사	칡뿌리
칡뿌렝이	명사	칡뿌리
칡뿌룽구	명사	칡뿌리
칡뿌링이	명사	칡뿌리
칡뿌징이	명사	칡뿌리
칡연출	명사	칡넝쿨
칡영꿀	명사	칡넝쿨
칡영쿨	명사	칡넝쿨
침	명사	처음
침게기	명사	가시고기
침재이	명사	침쟁이
침쟁이	명사	아편쟁이
침채	명사	김치
침칭	명사	저울
칭거리다	동사	꾸물거리다
칭겅	명사	창경
칭게다	동사	치이다
칭겟다리	명사	층계
칭계다리	명사	층층다리
칭구다	동사	치다
칭구다	동사	치다
칭기다	동사	치이다
칭덤	명사	벼랑
칭애칭애	부사	층층이
칭이	명사	체
칭이	명사	키
칭집	명사	층집
칭치이	부사	층층이
칭치이	명사	꽹과리
칭칭게	명사	층층계
칭칭다리	명사	층계
칭칭대	명사	층층대
칭칭이	명사	꽹과리
칰	명사	칡
카	조사	와
카다재이	명사	멋쟁이
카마	조사	보다
카마이	부사	가만히
카만	부사	가만
카만두다	동사	가만두다
카만있다	동사	가만있다
카만히	부사	가만히
카매	조사	보다
카배추	명사	양배추
카수	명사	가수
카시	명사	가시
카지	명사	가지
카치	명사	갈치
카칼히	부사	깨끗이
카토리	명사	까투리
칸두다	동사	가만두다
칸카이	부사	칸칸이
칸캉이	부사	칸칸이
칼구	명사	갈퀴
칼구리	명사	갈고리
칼국수	명사	수제비
칼끗	명사	칼끝
칼도막	명사	도마
칼돔배	명사	칼도마
칼또매기	명사	도마
칼뚝제비	명사	수제비
칼빼	명사	정강이뼈
칼뻬	명사	정강뼈
칼삐	명사	정강뼈
칼삼	명사	칼싸움
칼새	명사	새매
칼수게또	명사	썰매
칼이	명사	칼날
칼자리	명사	칼자루
칼자죽	명사	칼자국
칼잘그	명사	칼자루
칼잘기	명사	칼자루
칼잽이	명사	칼잡이
칼제비	명사	칼새
칼지비	명사	칼제비
칼치구이	명사	갈치구이
칼치조림	명사	갈치조림
칼칼히	부사	깨끗이
칼컬이	부사	깨끗이
칼컬타	형용사	깨끗하다
칼컬허다	형용사	깨끗하다
칼쿠막	명사	가풀막
칼퀴	명사	갈퀴
칼크막	명사	가풀막
칼큻다	형용사	깨끗하다
칼큼하다	형용사	칼칼하다
칼키	명사	갈고리
칼키	명사	갈기
칼토막	명사	도마
칼토막	명사	칼도마
칼토매기	명사	칼도마
칼톰배	명사	칼도마
캄	명사	고함
캇	의존 명사	갓
캉	조사	와
캐	명사	코
캐	명사	개
캐금	명사	개암
캐다	동사	켜다
캐시무레	부사	게슴츠레
캐시무레하다	형용사	게슴츠레하다
캐시무리	부사	게슴츠레
캐시무리하다	형용사	게슴츠레하다
캐움하다	형용사	개운하다
캐칼허다	형용사	깨끗하다
캐칼히	부사	깨끗이
캐할하다	형용사	쾌활하다
캔시개캔시개	감탄사	곤지곤지
캔시개캔시개	명사	곤지곤지
캠캠하다	형용사	캄캄하다
캣물	명사	콧물
캥가리	명사	꽹과리
캥망	명사	꽹과리
캥상	명사	꽹과리
캥세	명사	꽹과리
캥세	명사	상쇠
캥세째기	명사	꽹과리
캥쇠	명사	꽹과리
캥수	명사	꽹과리
캥이	명사	괭이
캬다	동사	키우다
커기	명사	크기
커다	동사	자라다
커다	형용사	크다
커단하다	형용사	커다랗다
커담하다	형용사	커다랗다
커드맣다	형용사	커다랗다
커래	의존 명사	켤레
커레	의존 명사	켤레
커무하다	형용사	꺼뭇하다
커이	조사	커녕
컬리	의존 명사	켤레
컬카주다	동사	가르치다
컷구멩이	명사	콧구멍
컹크다	동사	꺾다
케	명사	켜
케	명사	키
케	명사	판
케	명사	코
케끼리	명사	코끼리
케내다	동사	켜내다
케다	동사	켜다
케딱쟁이	명사	코딱지
케떡	명사	켜떡
케떡	명사	시루떡
케미시무레하다	형용사	게슴츠레하다
케미하다	형용사	게슴츠레하다
케시다	형용사	거만하고 도도하
케시무레하다	형용사	게슴츠레하다
케심치레하다	형용사	게슴츠레하다
케아다	동사	키우다
케우다	동사	키우다
케이	명사	키
케잔등이	명사	콧잔등이
케케이	부사	켜켜이
케키리	명사	코끼리
케풀	명사	고뿔
케피	명사	코피
켈레	명사	켤레
켈렐레	부사	헬렐레
켈렐레하다	동사	헬렐레하다
켈렐레하다	형용사	헬렐레하다
켓뎅이	명사	콧등
켓등	명사	콧등
켓잔뎅이	명사	콧잔등이
켕이	명사	키
켕이	조사	커녕
켜레	의존 명사	켤레
코가림매	명사	인중
코같다	형용사	같잖다
코건티	명사	콧등
코게랭기	명사	고삐
코고뿔	명사	코감기
코구넝	명사	콧구멍
코구먹	명사	콧구멍
코구무	명사	콧구멍
코구영	명사	콧구멍
코군지	명사	고삐
코궁기	명사	콧구멍
코까리	명사	코빼기
코꺼불	명사	코털
코꼬무신	명사	코고무신
코꼿	명사	코털
코꾼다리	명사	코뚜레
코꾼디리기	명사	코뚜레
코꾼지	명사	고삐
코꾼지	명사	코뚜레
코꿰뜨레기	명사	쇠코뚜레
코끈티	명사	코끝
코끗	명사	코털
코납잭이	명사	코납작이
코다부리하다	형용사	퀴퀴하다
코더리	명사	콧등
코데이	명사	꼭대기
코뎅이	명사	코빼기
코디	명사	콧등
코디이	명사	꼭대기
코따그렝이	명사	코딱지
코따그링이	명사	코딱지
코따까리	명사	코딱지
코따대기	명사	코딱지
코따따리	명사	코딱지
코따젱이	명사	코딱지
코딱가리	명사	코딱지
코딱징이	명사	코딱지
코똥	명사	콧방귀
코뚜리	명사	코뚜레
코뚤레	명사	코뚜레
코랑내	명사	고린내
코리	명사	고리
코리	명사	고리
코리버들	명사	고리버들
코리장이	명사	고리장이
코리짝	명사	고리짝
코리타분하다	형용사	고리타분하다
코마	명사	팽이
코막네이	명사	코맹맹이
코막넹이	명사	코맹맹이
코막니이	명사	코맹맹이
코망네이	명사	코맹맹이
코망넹이	명사	코맹맹이
코맹매기	명사	코맹맹이
코먹재이	명사	코맹맹이
코방구	명사	콧방귀
코방애	명사	코방아
코벵이	명사	버선코
코보시칼	명사	코훌쩍이
코불래기	명사	코흘리개
코빨쟁이	명사	코가 빨간 사람을 놀림조로 이르는 
코빵뼁이	명사	코납작이
코빼기	명사	고집
코빼이	명사	코빼기
코뺑이	명사	코빼기
코뺑이	명사	고삐
코삐	명사	고삐
코세미	명사	콧수염
코솜	명사	콧수염
코수엄	명사	콧수염
코수엠	명사	콧수염
코쉬염	명사	콧수염
코시미	명사	콧수염
코시염	명사	콧수염
코아랫쉬염	명사	콧수염
코아리	명사	코밑
코웁다	형용사	냅다
코웃쉬엄	명사	콧수염
코웃움	명사	코웃음
코자다	동사	코하다
코짝대이	명사	지겟작대기
코짱배기	명사	코쭝배기
코짱배기끈	명사	굴레
코째기	명사	자치기
코찡쩨이	명사	코찡찡이
코치기	명사	자치기
코코무신	명사	코고무신
코콜	명사	고콜
코쿠리	명사	고콜
코쿨	명사	호롱
코쿨	명사	고콜
코터라구	명사	코털
코터러기	명사	코털
코터리	명사	코털
코터리기	명사	코털
코통	명사	콧등
코툴레	명사	코뚜레
코틀레	명사	코뚜레
코파끼	명사	자치기를 할 때 쓰는 작은 막대기. 양 끝을 서로 반대 방향으로 비스듬하게 깎아 긴 막대기로 치면 튀어 오르게 만든
코파뻬기	명사	자치기를 할 때 쓰는 작은 막대기. 양 끝을 서로 반대 방향으로 비스듬하게 깎아 긴 막대기로 치면 튀어 오르게 만든
코풀래기	명사	코흘리개
코풀레기	명사	코흘리개
콕다리	명사	꼭지
콜로덕	부사	콜록
콜로덕거리다	동사	콜록거리다
콜쿠리	명사	고콜
콧고먹	명사	콧구멍
콧고멍	명사	콧구멍
콧구녁셤	명사	코털
콧구녁털	명사	코털
콧구녕	명사	콧구멍
콧구망	명사	콧구멍
콧구먹	명사	콧구멍
콧구몽	명사	콧구멍
콧구무	명사	콧구멍
콧구뭉	명사	콧구멍
콧구뭉터레기	명사	코털
콧구영	명사	콧구멍
콧구융	명사	콧구멍
콧궁기	명사	콧구멍
콧귀녕	명사	콧구멍
콧귕기	명사	콧구멍
콧기멍	명사	콧구멍
콧대이	명사	코빼기
콧더리	명사	콧등
콧드이	명사	콧등
콧등거리	명사	콧등
콧등더리	명사	콧등
콧등머리	명사	콧대
콧등배기	명사	콧등
콧디	명사	콧등
콧디이	명사	콧등
콧딩이	명사	콧등
콧방구	명사	콧방귀
콧방구리	명사	콧방울
콧방굴	명사	콧방울
콧방맹이	명사	코맹맹이
콧방우리	명사	콧방울
콧벡쟁이	명사	콧벽쟁이
콧세미	명사	콧수염
콧셤	명사	콧수염
콧소욤	명사	콧수염
콧수엄	명사	콧수염
콧쉐미	명사	콧수염
콧쉠	명사	콧수염
콧쉠지	명사	콧수염
콧쉬엄	명사	콧수염
콧쉬염	명사	콧수염
콧쉬옴	명사	코털
콧시염	명사	콧수염
콧시욤	명사	콧수염
콧잔댕이	명사	콧잔등이
콧잔데이	명사	콧잔등이
콧잔뎅이	명사	콧잔등이
콧잔드이	명사	콧잔등이
콧잔디	명사	콧잔등
콧잔디이	명사	콧잔등이
콧잔딩이	명사	콧잔등이
콧잔배기	명사	콧잔등이
콧줄기	명사	콧대
콧짐	명사	콧김
콩간장	명사	조선간장
콩갈그	명사	콩가루
콩갈기	명사	콩가루
콩감	명사	고욤
콩거물	명사	콩고물
콩겡이	명사	냄비에 물을 붓고 끓이다가 날콩가루와 김치 따위를 넣고 다시 끓인 
콩겡이국	명사	콩국
콩고시이	명사	콩고물
콩구물	명사	콩고물
콩기럼밥	명사	콩나물밥
콩기름	명사	콩나물
콩기이	명사	냄비에 물을 붓고 끓이다가 날콩가루와 김치 따위를 넣고 다시 끓인 
콩길금밥	명사	콩나물밥
콩깍대기	명사	콩깍지
콩깍대이	명사	콩깍지
콩깍데기	명사	콩깍지
콩깍데이	명사	콩깍지
콩깍재이	명사	콩깍지
콩깨목	명사	콩깻묵
콩깨묵	명사	콩깻묵
콩껍다기	명사	콩깍지
콩껍데이	명사	콩깍지
콩껍디	명사	콩깍지
콩껍디기	명사	콩깍지
콩껍질	명사	콩깍지
콩꼬질	명사	콩깍지
콩꼬타리	명사	콩꼬투리
콩꼬투렝이	명사	콩꼬투리
콩내기	명사	만단
콩노구	명사	콩노굿
콩노물	명사	콩나물
콩노물국	명사	콩나물국
콩노물밥	명사	콩나물밥
콩다닥거리다	동사	콩닥거리다
콩당콩당허다	동사	투덜거리다
콩대이	명사	콩댐
콩돌	명사	공깃돌
콩돌줍기	명사	공기놀이
콩마데이	명사	콩마당질
콩멀국	명사	콩국
콩미띠기	명사	방아깨비
콩밤	명사	알이 작은 
콩밧	명사	콩밭
콩보새이	명사	콩고물
콩보숭이	명사	콩고물
콩보시이	명사	콩고물
콩사리	명사	콩을 포기째 불에 그을려 먹는 
콩새	명사	메추라기
콩슴	명사	콩깍지
콩이니팥이니	부사	콩팔칠팔
콩이야팥이야	부사	콩팔칠팔
콩이파리	명사	콩잎
콩이퍼리	명사	콩잎
콩장	명사	조선간장
콩지럼국	명사	콩나물국
콩지름	명사	콩나물
콩지름	명사	콩기름
콩지름국	명사	콩나물국
콩지름밥	명사	콩나물밥
콩질검	명사	콩나물
콩질금밥	명사	콩나물밥
콩집개	명사	공기놀이
콩짜가리	명사	콩짜개
콩채	명사	콩나물
콩칠팔	명사	엉망
콩칠팔새삼육하다	동사	콩팔칠팔하다
콩칠팔새샘육	부사	콩팔칠팔
콩칠팔세삼육	명사	엉망
콩콩	부사	꿀꿀
콩팟	명사	콩팥
콰다	동사	꼬다
콰들콰들	부사	꾸들꾸들
콰들콰들하다	형용사	꾸들꾸들하다
콱백이춤	명사	덧보기춤
쾅	명사	바구니
쾅새	명사	꽹과리
쾌	명사	깨
쾌	명사	사연
쾌구무	명사	콧구멍
쾌구영	명사	콧구멍
쾌쾌묵다	형용사	케케묵다
쾟물	명사	콧물
쾡	명사	콩
쾡가리	명사	꽹과리
쾡매기	명사	꽹과리
쾡사	명사	꽹과리
쾡새	명사	상쇠
쾡새	명사	꽹과리
쾡쇠	명사	꽹과리
쾡쇠	명사	상쇠
쾡수	명사	상쇠
쾡수	명사	꽹과리
쾡이	명사	고양이
쾨	명사	방책
쾨	의존 명사	쾌
쾨꼬리	명사	고콜
쾨꼬릿불	명사	고콜불
쾨상	명사	쾌상
쾨쉬염	명사	콧수염
쾨침	명사	고비
쾨코리	명사	코끼리
쾨털	명사	코털
쾻구녁	명사	콧구멍
쾻구먹	명사	콧구멍
쾻딩이	명사	코빼기
쾻말기	명사	콧마루
쾻몰랑	명사	콧마루
쿠달	명사	구들
쿠당탕퉁탕	부사	우당탕퉁탕
쿠렁내	명사	쿠린내
쿠렵다	형용사	구리다
쿠룬내	명사	쿠린내
쿠룽내	명사	구린내
쿠릉내	명사	쿠린내
쿠리하다	형용사	구리다
쿠발찌	명사	발찌
쿠애	명사	코
쿨러덕거리다	동사	쿨룩거리다
쿨럭	부사	푹
쿨레	명사	굴레
쿨루덕거리다	동사	쿨룩거리다
쿨쩍	부사	훌쩍
쿨쿨	부사	꿀꿀
쿨쿨이	명사	꿀꿀이
쿵자	명사	뱀장어
쿵쪽지바라	명사	가위바위보
퀘	명사	코
퀫딩이	명사	콧등
퀴	명사	키
퀴다	동사	뀌다
퀴리다	형용사	구리다
퀴린내	명사	쿠린내
퀸내	명사	쿠린내
크나큰하다	형용사	크나크다
크다마하다	형용사	커다랗다
크다분해다	형용사	커다랗다
크다크다	형용사	크나크다
크다하다	형용사	커다랗다
크닥신하다	형용사	큼직하다
크단하다	형용사	커다랗다
크단허다	형용사	큼직하다
크댄하다	형용사	커다랗다
크덱허다	형용사	큼직하다
크덴허다	형용사	큼직하다
크독시랍다	형용사	큼직하다
크드마하다	형용사	커다랗다
크르다	형용사	그르다
크르미	명사	꾸러미
크린내	명사	쿠린내
크막크막하다	형용사	큼직큼직하다
큰가	명사	맏딸
큰강	명사	바다
큰개	명사	자치기를 할 때 쓰는 긴 막대
큰꼬쟁이	명사	자치기를 할 때 쓰는 긴 막대
큰나바이	명사	할아버지
큰나바이	감탄사	할아버지
